EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany
RM1289,35,26-35,No,Non-Travel,Research & Development,2,2,Medical,1,1804,Male,Manufacturing Director,4,Divorced,5762,5k-10k,No,14,15,3,7
RM1303,35,26-35,No,Travel_Rarely,Research & Development,23,4,Medical,1,1826,Male,Laboratory Technician,3,Married,2705,Upto 5k,No,16,6,4,5
RM1346,35,26-35,No,Travel_Rarely,Research & Development,16,2,Other,1,1886,Female,Manufacturing Director,2,Married,4788,Upto 5k,Yes,11,4,3,3
RM1381,35,26-35,No,Travel_Rarely,Sales,18,4,Medical,1,1945,Male,Sales Executive,1,Married,5561,5k-10k,No,16,6,1,5
RM1393,35,26-35,No,Travel_Rarely,Sales,7,4,Life Sciences,1,1962,Female,Sales Executive,4,Married,5204,5k-10k,Yes,11,10,3,10
RM1423,35,26-35,No,TravelRarely,Research & Development,11,4,Medical,1,2003,Male,Laboratory Technician,3,Married,2660,Upto 5k,Yes,11,5,3,2
RM1425,35,26-35,No,Travel_Rarely,Research & Development,9,4,Medical,1,2008,Male,Research Scientist,3,Single,5098,5k-10k,No,19,10,3,10
RM1451,35,26-35,No,Travel_Rarely,Human Resources,26,4,Life Sciences,1,2040,Female,Human Resources,4,Single,8837,5k-10k,Yes,16,9,3,9
RM1457,35,26-35,No,Travel_Frequently,Research & Development,18,4,Life Sciences,1,2049,Male,Healthcare Representative,3,Married,5689,5k-10k,Yes,14,10,4,10
RM1459,35,26-35,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2052,Female,Research Scientist,4,Married,2977,Upto 5k,No,12,4,3,4
RM010,36,36-45,No,Travel_Rarely,Research & Development,27,3,Medical,1,13,Male,Healthcare Representative,3,Married,5237,5k-10k,No,13,17,2,7
RM022,36,36-45,Yes,Travel_Rarely,Sales,9,4,Life Sciences,1,27,Male,Sales Representative,1,Single,3407,Upto 5k,No,23,10,3,5
RM039,36,36-45,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,51,Female,Research Scientist,1,Married,3419,Upto 5k,Yes,14,6,4,1
RM065,36,36-45,No,Travel_Rarely,Research & Development,8,3,Technical Degree,1,83,Female,Healthcare Representative,3,Divorced,10096,10k-15k,No,13,17,3,17
RM067,36,36-45,No,Travel_Frequently,Research & Development,11,3,Life Sciences,1,85,Male,Manufacturing Director,2,Single,6499,5k-10k,No,13,6,3,6
RM070,36,36-45,Yes,Travel_Rarely,Research & Development,9,3,Medical,1,90,Male,Research Scientist,3,Married,3388,Upto 5k,Yes,17,2,2,1
RM075,36,36-45,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,97,Female,Laboratory Technician,4,Married,3038,Upto 5k,No,12,5,3,1
RM118,36,36-45,No,Travel_Frequently,Sales,11,2,Technical Degree,1,154,Female,Sales Executive,4,Married,9738,5k-10k,No,14,10,3,9
RM119,36,36-45,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,155,Female,Laboratory Technician,4,Divorced,2835,Upto 5k,No,22,7,3,1
RM136,36,36-45,No,Travel_Rarely,Research & Development,6,2,Medical,1,178,Male,Manufacturing Director,2,Divorced,4941,Upto 5k,No,20,7,3,3
RM173,36,36-45,No,Travel_Frequently,Research & Development,3,2,Medical,1,238,Male,Laboratory Technician,2,Single,2088,Upto 5k,No,12,13,2,8
RM208,36,36-45,No,Travel_Frequently,Research & Development,18,1,Medical,1,286,Female,Laboratory Technician,4,Single,2153,Upto 5k,No,13,8,3,8
RM221,36,36-45,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,304,Male,Laboratory Technician,2,Single,5914,5k-10k,No,16,16,4,13
RM270,36,36-45,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,373,Male,Laboratory Technician,4,Married,3210,Upto 5k,No,11,16,3,15
RM292,36,36-45,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,397,Male,Research Scientist,2,Single,4485,Upto 5k,No,12,10,3,8
RM299,36,36-45,No,Travel_Frequently,Research & Development,18,4,Life Sciences,1,407,Male,Laboratory Technician,4,Married,3688,Upto 5k,No,18,4,3,1
RM306,36,36-45,No,Non-Travel,Research & Development,24,4,Life Sciences,1,419,Female,Laboratory Technician,2,Married,5674,5k-10k,No,15,11,3,9
RM359,36,36-45,No,Non-Travel,Sales,1,5,Medical,1,479,Female,Sales Executive,4,Single,6653,5k-10k,No,15,7,3,1
RM360,36,36-45,No,Travel_Frequently,Sales,3,4,Medical,1,481,Male,Sales Executive,4,Married,9699,5k-10k,No,11,16,3,13
RM378,36,36-45,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,501,Female,Research Scientist,3,Married,2543,Upto 5k,No,13,6,3,2
RM385,36,36-45,No,Travel_Rarely,Sales,2,2,Medical,1,513,Male,Sales Executive,3,Married,7596,5k-10k,No,13,10,3,10
RM443,36,36-45,No,Non-Travel,Sales,10,4,Medical,1,592,Male,Sales Executive,4,Single,9980,5k-10k,No,14,10,2,10
RM512,36,36-45,No,Travel_Rarely,Research & Development,9,2,Medical,1,699,Male,Manufacturing Director,2,Divorced,8847,5k-10k,Yes,11,13,3,3
RM542,36,36-45,No,Non-Travel,Research & Development,8,3,Life Sciences,1,742,Female,Research Director,1,Married,11713,10k-15k,No,14,10,3,8
RM570,36,36-45,No,Non-Travel,Sales,8,4,Life Sciences,1,789,Male,Sales Executive,1,Single,7587,5k-10k,No,15,10,3,10
RM594,36,36-45,No,Travel_Rarely,Research & Development,1,3,Other,1,823,Female,Manufacturing Director,2,Married,5228,5k-10k,No,15,10,3,9
RM600,36,36-45,No,Travel_Rarely,Human Resources,13,3,Human Resources,1,829,Male,Human Resources,2,Married,2143,Upto 5k,No,13,8,3,5
RM622,36,36-45,No,Travel_Rarely,Sales,1,2,Life Sciences,1,857,Male,Sales Executive,4,Married,6201,5k-10k,Yes,14,18,2,18
RM634,36,36-45,No,Travel_Rarely,Human Resources,8,3,Life Sciences,1,878,Male,Human Resources,1,Married,2342,Upto 5k,No,21,6,3,5
RM665,36,36-45,No,Travel_Rarely,Research & Development,14,1,Life Sciences,1,924,Male,Healthcare Representative,4,Married,6586,5k-10k,Yes,17,17,2,16
RM681,36,36-45,No,Travel_Rarely,Research & Development,7,4,Other,1,949,Male,Research Scientist,4,Single,4678,Upto 5k,No,18,8,3,6
RM688,36,36-45,No,Travel_Rarely,Research & Development,2,4,Medical,1,958,Male,Laboratory Technician,3,Single,2519,Upto 5k,No,21,16,3,11
RM694,36,36-45,Yes,Travel_Rarely,Sales,3,1,Life Sciences,1,967,Male,Sales Executive,4,Married,10325,10k-15k,Yes,11,16,3,16
RM709,36,36-45,No,Non-Travel,Sales,8,4,Technical Degree,1,990,Male,Sales Executive,4,Divorced,5079,5k-10k,No,13,12,3,7
RM753,36,36-45,Yes,Travel_Rarely,Research & Development,16,4,Life Sciences,1,1042,Female,Laboratory Technician,1,Single,2743,Upto 5k,No,16,18,3,17
RM762,36,36-45,Yes,Travel_Rarely,Research & Development,15,3,Other,1,1052,Male,Laboratory Technician,3,Divorced,4834,Upto 5k,No,14,9,2,1
RM774,36,36-45,No,Travel_Rarely,Research & Development,12,5,Medical,1,1073,Female,Manufacturing Director,4,Single,8858,5k-10k,No,11,15,2,14
RM818,36,36-45,No,Non-Travel,Research & Development,18,4,Life Sciences,1,1133,Male,Manufacturing Director,4,Single,7779,5k-10k,No,20,18,3,11
RM874,36,36-45,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,1221,Male,Laboratory Technician,3,Divorced,2741,Upto 5k,No,14,7,3,7
RM883,36,36-45,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1237,Female,Manufacturing Director,1,Divorced,10252,10k-15k,Yes,21,17,3,7
RM901,36,36-45,No,Travel_Frequently,Research & Development,3,3,Technical Degree,1,1257,Male,Research Scientist,2,Married,3692,Upto 5k,No,12,12,2,11
RM928,36,36-45,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1294,Female,Manufacturing Director,2,Single,5410,5k-10k,Yes,11,18,3,16
RM943,36,36-45,No,Travel_Rarely,Research & Development,10,4,Technical Degree,1,1312,Female,Healthcare Representative,3,Married,7094,5k-10k,No,12,10,3,7
RM969,36,36-45,No,Travel_Frequently,Sales,7,3,Marketing,1,1362,Female,Sales Executive,1,Married,4639,Upto 5k,No,16,17,2,15
RM1012,36,36-45,No,Travel_Rarely,Sales,3,4,Marketing,1,1425,Female,Sales Executive,2,Single,9278,5k-10k,Yes,16,15,3,5
RM1019,36,36-45,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1435,Male,Laboratory Technician,4,Single,5810,5k-10k,No,16,10,2,10
RM1020,36,36-45,No,Travel_Rarely,Sales,16,4,Marketing,1,1436,Female,Sales Executive,1,Married,5647,5k-10k,No,13,11,2,3
RM1103,36,36-45,No,Travel_Rarely,Sales,2,4,Life Sciences,1,1556,Male,Sales Representative,4,Single,2644,Upto 5k,Yes,21,7,2,3
RM1122,36,36-45,No,Travel_Rarely,Sales,1,4,Life Sciences,1,1585,Female,Sales Executive,3,Single,6815,5k-10k,No,13,15,3,1
RM1129,36,36-45,No,Travel_Frequently,Research & Development,6,4,Life Sciences,1,1594,Male,Laboratory Technician,1,Married,5562,5k-10k,Yes,13,9,3,3
RM1146,36,36-45,No,Travel_Rarely,Research & Development,12,4,Life Sciences,1,1614,Female,Manufacturing Director,3,Married,4663,Upto 5k,Yes,12,7,3,3
RM1174,36,36-45,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,1651,Female,Healthcare Representative,1,Married,8008,5k-10k,No,12,9,3,3
RM1181,36,36-45,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1659,Male,Laboratory Technician,2,Single,2013,Upto 5k,No,11,15,3,4
RM1183,36,36-45,No,Non-Travel,Research & Development,1,4,Medical,1,1662,Female,Manufacturing Director,3,Married,4374,Upto 5k,No,15,4,3,3
RM1184,36,36-45,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,1664,Male,Healthcare Representative,1,Divorced,6842,5k-10k,No,20,13,3,5
RM1200,36,36-45,No,Travel_Rarely,Research & Development,26,4,Life Sciences,1,1682,Male,Healthcare Representative,3,Married,5347,5k-10k,No,14,10,2,3
RM1221,36,36-45,No,Travel_Rarely,Sales,2,4,Life Sciences,1,1710,Female,Sales Representative,4,Single,4502,Upto 5k,No,15,17,2,13
RM1237,36,36-45,Yes,Travel_Rarely,Sales,13,5,Marketing,1,1733,Male,Sales Executive,1,Divorced,6134,5k-10k,Yes,13,16,3,2
RM1279,36,36-45,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1790,Male,Healthcare Representative,1,Married,8321,5k-10k,Yes,13,15,3,12
RM1316,36,36-45,No,Travel_Rarely,Research & Development,2,4,Other,1,1847,Female,Research Scientist,2,Married,6962,5k-10k,Yes,22,15,3,1
RM1341,36,36-45,No,Travel_Rarely,Sales,10,4,Technical Degree,1,1880,Female,Sales Executive,3,Married,5673,5k-10k,Yes,13,10,3,10
RM1348,36,36-45,No,Travel_Frequently,Human Resources,2,1,Human Resources,1,1890,Male,Human Resources,4,Single,3886,Upto 5k,No,21,10,2,10
RM1356,36,36-45,No,Travel_Rarely,Sales,17,2,Marketing,1,1908,Male,Sales Executive,2,Married,5507,5k-10k,No,16,12,1,4
RM1384,36,36-45,No,Non-Travel,Research & Development,9,4,Life Sciences,1,1949,Male,Laboratory Technician,2,Married,2810,Upto 5k,No,22,5,3,5
RM1440,36,36-45,No,Travel_Rarely,Sales,3,3,Medical,1,2024,Female,Sales Executive,4,Married,7644,5k-10k,No,19,10,3,9
RM1441,36,36-45,No,Travel_Frequently,Research & Development,4,2,Life Sciences,1,2025,Female,Manufacturing Director,2,Divorced,5131,5k-10k,No,13,18,3,4
RM1448,36,36-45,No,Non-Travel,Sales,15,4,Marketing,1,2036,Male,Sales Executive,4,Divorced,5406,5k-10k,No,24,15,2,15
RM1454,36,36-45,No,Travel_Rarely,Sales,11,4,Marketing,1,2045,Female,Sales Executive,4,Married,6652,5k-10k,No,13,8,2,6
RM1466,36,36-45,No,Travel_Frequently,Research & Development,23,2,Medical,1,2061,Male,Laboratory Technician,4,Married,2571,Upto 5k,No,17,17,3,5
RM1466,36,36-45,No,Travel_Frequently,Research & Development,23,2,Medical,1,2061,Male,Laboratory Technician,4,Married,2571,Upto 5k,No,17,17,3,5
RM003,37,36-45,Yes,Travel_Rarely,Research & Development,2,2,Other,1,4,Male,Laboratory Technician,3,Single,2090,Upto 5k,Yes,15,7,3,0
RM048,37,36-45,No,Travel_Rarely,Research & Development,19,2,Life Sciences,1,61,Male,Research Scientist,2,Married,3022,Upto 5k,No,21,8,3,1
RM060,37,36-45,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,77,Male,Manufacturing Director,3,Divorced,5993,5k-10k,No,18,7,4,7
RM079,37,36-45,No,Travel_Rarely,Research & Development,7,4,Medical,1,102,Male,Research Director,3,Single,13664,10k-15k,No,13,16,4,5
RM101,37,36-45,Yes,Travel_Rarely,Human Resources,6,4,Human Resources,1,133,Male,Human Resources,1,Divorced,2073,Upto 5k,Yes,22,7,3,3
RM105,37,36-45,No,Non-Travel,Research & Development,2,2,Life Sciences,1,139,Male,Healthcare Representative,4,Divorced,5163,5k-10k,No,14,17,4,1
RM116,37,36-45,No,Travel_Rarely,Sales,3,3,Life Sciences,1,152,Male,Sales Executive,4,Single,7428,5k-10k,No,12,12,3,5
RM196,37,36-45,No,Travel_Rarely,Research & Development,21,3,Life Sciences,1,267,Male,Research Scientist,1,Married,3564,Upto 5k,Yes,12,8,2,8
RM223,37,36-45,No,Travel_Frequently,Research & Development,11,3,Other,1,306,Male,Research Director,4,Divorced,12185,10k-15k,Yes,14,10,3,10
RM227,37,36-45,No,Travel_Frequently,Sales,4,4,Marketing,1,311,Male,Sales Representative,4,Divorced,2793,Upto 5k,No,17,13,3,9
RM249,37,36-45,No,Travel_Rarely,Research & Development,1,2,Medical,1,340,Female,Research Scientist,1,Married,3920,Upto 5k,No,14,17,2,3
RM251,37,36-45,Yes,Travel_Frequently,Research & Development,10,3,Medical,1,342,Male,Manufacturing Director,3,Divorced,10048,10k-15k,No,11,17,3,1
RM274,37,36-45,No,Travel_Rarely,Sales,6,4,Medical,1,378,Male,Sales Executive,4,Married,6502,5k-10k,No,14,7,4,5
RM276,37,36-45,No,Non-Travel,Research & Development,1,4,Medical,1,380,Female,Research Director,4,Divorced,13603,10k-15k,Yes,18,15,3,5
RM286,37,36-45,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,391,Female,Research Scientist,4,Single,2115,Upto 5k,No,12,17,3,17
RM295,37,36-45,No,Travel_Frequently,Research & Development,9,3,Medical,1,403,Male,Research Scientist,4,Married,2326,Upto 5k,Yes,12,4,2,4
RM341,37,36-45,No,Travel_Rarely,Research & Development,5,2,Medical,1,460,Male,Manufacturing Director,4,Divorced,6347,5k-10k,No,16,8,2,6
RM354,37,36-45,No,Travel_Rarely,Research & Development,6,3,Medical,1,474,Male,Research Scientist,1,Divorced,5974,5k-10k,Yes,13,13,3,7
RM365,37,36-45,No,Travel_Rarely,Research & Development,10,3,Medical,1,486,Female,Laboratory Technician,1,Married,3452,Upto 5k,No,20,17,3,5
RM387,37,36-45,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,515,Female,Laboratory Technician,1,Divorced,3034,Upto 5k,No,12,18,2,18
RM390,37,36-45,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,518,Male,Manufacturing Director,2,Single,4197,Upto 5k,Yes,12,18,2,1
RM399,37,36-45,No,Non-Travel,Research & Development,25,5,Medical,1,529,Female,Research Scientist,3,Married,4449,Upto 5k,Yes,15,15,3,13
RM465,37,36-45,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,623,Female,Manufacturing Director,4,Single,7491,5k-10k,No,17,12,4,6
RM468,37,36-45,No,Non-Travel,Sales,9,4,Medical,1,626,Male,Sales Executive,2,Divorced,8834,5k-10k,No,13,9,3,9
RM473,37,36-45,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,635,Female,Manufacturing Director,2,Married,6447,5k-10k,No,12,8,2,6
RM487,37,36-45,No,Travel_Rarely,Sales,2,3,Marketing,1,656,Male,Sales Executive,3,Married,9602,5k-10k,Yes,11,17,2,3
RM507,37,36-45,No,Travel_Rarely,Research & Development,3,3,Other,1,689,Male,Manufacturing Director,3,Married,9434,5k-10k,No,15,10,3,10
RM523,37,36-45,No,Travel_Rarely,Research & Development,10,2,Life Sciences,1,715,Male,Research Scientist,4,Single,4680,Upto 5k,No,17,4,3,1
RM578,37,36-45,No,Travel_Rarely,Research & Development,10,1,Life Sciences,1,802,Female,Research Scientist,1,Divorced,2782,Upto 5k,Yes,13,6,2,5
RM629,37,36-45,No,Travel_Rarely,Sales,16,4,Marketing,1,868,Male,Sales Executive,3,Divorced,6334,5k-10k,No,19,9,3,1
RM649,37,36-45,No,Travel_Frequently,Sales,21,2,Medical,1,900,Female,Sales Representative,4,Married,2973,Upto 5k,No,15,10,3,5
RM653,37,36-45,No,Non-Travel,Sales,19,2,Medical,1,904,Male,Sales Executive,2,Single,7642,5k-10k,Yes,13,10,3,10
RM696,37,36-45,Yes,Travel_Rarely,Sales,1,4,Life Sciences,1,970,Male,Sales Executive,3,Married,10609,10k-15k,No,11,17,1,14
RM745,37,36-45,Yes,Travel_Rarely,Research & Development,11,2,Medical,1,1033,Female,Healthcare Representative,2,Married,4777,Upto 5k,No,15,15,1,1
RM768,37,36-45,No,Travel_Rarely,Research & Development,3,3,Other,1,1062,Female,Healthcare Representative,2,Single,4107,Upto 5k,No,15,8,2,4
RM796,37,36-45,No,Travel_Rarely,Sales,10,4,Life Sciences,1,1105,Female,Sales Executive,4,Divorced,6694,5k-10k,Yes,14,8,3,1
RM833,37,36-45,No,Travel_Rarely,Research & Development,25,2,Medical,1,1161,Female,Healthcare Representative,4,Divorced,5731,5k-10k,No,13,9,3,6
RM856,37,36-45,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1196,Female,Manufacturing Director,4,Married,6474,5k-10k,No,13,14,2,14
RM990,37,36-45,No,Travel_Rarely,Research & Development,4,1,Life Sciences,1,1394,Male,Research Scientist,3,Married,2996,Upto 5k,Yes,15,8,3,6
RM1002,37,36-45,No,Travel_Rarely,Research & Development,11,3,Medical,1,1411,Female,Laboratory Technician,3,Single,3629,Upto 5k,No,18,8,3,3
RM1023,37,36-45,No,Non-Travel,Research & Development,5,2,Technical Degree,1,1440,Male,Laboratory Technician,3,Single,3500,Upto 5k,No,14,7,1,6
RM1090,37,36-45,No,Travel_Rarely,Research & Development,13,3,Medical,1,1543,Male,Research Scientist,4,Married,4285,Upto 5k,No,17,10,3,10
RM1159,37,36-45,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,1631,Male,Manufacturing Director,3,Married,5768,5k-10k,No,17,9,2,4
RM1164,37,36-45,No,Travel_Rarely,Research & Development,10,3,Medical,1,1640,Female,Research Scientist,2,Married,3936,Upto 5k,No,11,8,1,8
RM1212,37,36-45,No,Travel_Frequently,Sales,1,4,Medical,1,1700,Male,Sales Executive,4,Divorced,9525,5k-10k,No,14,6,2,6
RM1277,37,36-45,No,Travel_Rarely,Sales,9,2,Marketing,1,1787,Male,Sales Executive,2,Married,4189,Upto 5k,No,14,5,3,5
RM1281,37,36-45,No,Travel_Rarely,Human Resources,8,2,Other,1,1794,Male,Human Resources,2,Divorced,4071,Upto 5k,No,13,19,2,10
RM1292,37,36-45,Yes,Travel_Rarely,Research & Development,10,4,Medical,1,1809,Male,Manufacturing Director,1,Single,4213,Upto 5k,No,15,10,1,10
RM1345,37,36-45,No,Travel_Rarely,Research & Development,7,4,Medical,1,1885,Male,Research Scientist,1,Married,4284,Upto 5k,Yes,22,16,3,5
RM1433,37,36-45,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,2017,Female,Research Director,4,Married,13744,10k-15k,Yes,25,16,3,16
RM009,38,36-45,No,Travel_Frequently,Research & Development,23,3,Life Sciences,1,12,Male,Manufacturing Director,3,Single,9526,5k-10k,No,21,10,3,9
RM020,38,36-45,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,24,Male,Research Scientist,4,Single,3944,Upto 5k,Yes,11,6,3,3
RM062,38,36-45,No,Travel_Frequently,Research & Development,29,5,Life Sciences,1,79,Female,Laboratory Technician,4,Single,2406,Upto 5k,No,11,10,3,10
RM084,38,36-45,No,Non-Travel,Research & Development,6,3,Medical,1,107,Female,Research Scientist,4,Divorced,5329,5k-10k,Yes,12,17,3,13
RM143,38,36-45,No,Travel_Rarely,Research & Development,3,5,Technical Degree,1,193,Female,Research Scientist,3,Single,4317,Upto 5k,Yes,20,19,3,3
RM169,38,36-45,No,Travel_Rarely,Sales,1,4,Life Sciences,1,230,Female,Sales Executive,4,Single,8686,5k-10k,No,22,12,4,8
RM180,38,36-45,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,245,Female,Laboratory Technician,4,Single,2288,Upto 5k,No,12,2,3,2
RM199,38,36-45,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,271,Male,Manufacturing Director,3,Married,6553,5k-10k,No,14,14,3,1
RM200,38,36-45,No,Travel_Rarely,Research & Development,29,3,Technical Degree,1,273,Male,Manufacturing Director,4,Married,6261,5k-10k,No,18,9,1,7
RM205,38,36-45,Yes,Travel_Rarely,Research & Development,29,1,Medical,1,282,Male,Healthcare Representative,1,Married,6673,5k-10k,Yes,19,17,3,1
RM224,38,36-45,No,Travel_Rarely,Sales,3,3,Life Sciences,1,307,Male,Sales Executive,3,Divorced,10609,10k-15k,No,12,17,2,16
RM262,38,36-45,No,Non-Travel,Sales,2,2,Life Sciences,1,361,Male,Sales Executive,4,Married,5249,5k-10k,No,18,13,3,8
RM278,38,36-45,No,Travel_Rarely,Sales,7,2,Medical,1,382,Female,Sales Executive,1,Divorced,5605,5k-10k,Yes,24,8,3,8
RM288,38,36-45,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,393,Male,Healthcare Representative,4,Divorced,5745,5k-10k,No,14,10,3,2
RM308,38,36-45,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,421,Female,Research Director,2,Married,12061,10k-15k,No,17,19,3,10
RM342,38,36-45,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,461,Male,Research Director,4,Divorced,11510,10k-15k,Yes,14,12,3,11
RM417,38,36-45,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1,556,Male,Laboratory Technician,4,Married,1702,Upto 5k,Yes,23,1,3,1
RM472,38,36-45,No,Travel_Rarely,Research & Development,10,3,Medical,1,634,Female,Healthcare Representative,3,Married,9824,5k-10k,No,19,18,3,1
RM491,38,36-45,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,662,Female,Research Scientist,1,Single,2619,Upto 5k,No,17,8,2,0
RM519,38,36-45,No,Travel_Rarely,Sales,7,4,Marketing,1,709,Female,Sales Executive,4,Single,4028,Upto 5k,No,20,8,3,7
RM530,38,36-45,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,724,Female,Healthcare Representative,4,Single,7625,5k-10k,No,13,10,2,9
RM543,38,36-45,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,743,Female,Manufacturing Director,3,Single,7861,5k-10k,Yes,14,10,4,1
RM560,38,36-45,No,Travel_Rarely,Research & Development,2,5,Medical,1,773,Male,Research Scientist,3,Married,3057,Upto 5k,Yes,13,6,1,1
RM579,38,36-45,No,Travel_Frequently,Research & Development,2,4,Life Sciences,1,803,Female,Manufacturing Director,1,Single,5980,5k-10k,Yes,12,17,3,15
RM606,38,36-45,No,Travel_Frequently,Research & Development,12,3,Life Sciences,1,837,Male,Healthcare Representative,1,Divorced,6288,5k-10k,No,15,13,2,4
RM643,38,36-45,No,Travel_Rarely,Sales,9,3,Marketing,1,893,Male,Sales Representative,2,Married,2899,Upto 5k,No,19,3,3,2
RM682,38,36-45,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,950,Female,Research Director,1,Married,13582,10k-15k,No,13,15,3,15
RM704,38,36-45,No,Non-Travel,Sales,10,3,Technical Degree,1,983,Female,Sales Executive,4,Single,5666,5k-10k,Yes,13,6,3,5
RM723,38,36-45,No,Travel_Frequently,Research & Development,10,1,Medical,1,1006,Male,Research Scientist,3,Married,2684,Upto 5k,No,17,3,2,2
RM748,38,36-45,No,Travel_Rarely,Sales,3,4,Life Sciences,1,1036,Male,Sales Executive,4,Single,6861,5k-10k,Yes,12,19,3,1
RM766,38,36-45,No,Travel_Frequently,Research & Development,3,4,Other,1,1060,Male,Research Scientist,3,Married,2821,Upto 5k,No,16,8,3,2
RM785,38,36-45,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1,1088,Female,Healthcare Representative,3,Married,8823,5k-10k,No,18,20,2,19
RM808,38,36-45,No,Travel_Rarely,Sales,10,4,Marketing,1,1119,Male,Sales Executive,3,Divorced,8740,5k-10k,Yes,14,9,3,8
RM812,38,36-45,No,Travel_Rarely,Sales,2,2,Marketing,1,1125,Male,Sales Executive,2,Single,7351,5k-10k,No,16,10,3,1
RM827,38,36-45,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,1152,Male,Human Resources,3,Married,2844,Upto 5k,No,13,7,4,7
RM964,38,36-45,No,Travel_Rarely,Sales,2,2,Life Sciences,1,1355,Female,Sales Executive,1,Divorced,6893,5k-10k,No,15,11,3,7
RM983,38,36-45,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,1382,Male,Research Scientist,3,Divorced,2610,Upto 5k,No,11,4,3,4
RM1108,38,36-45,No,Travel_Frequently,Human Resources,10,4,Human Resources,1,1563,Male,Human Resources,3,Married,6077,5k-10k,No,11,10,3,6
RM1113,38,36-45,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,1573,Male,Manufacturing Director,2,Married,4855,Upto 5k,No,11,7,3,5
RM1120,38,36-45,No,Travel_Rarely,Sales,14,3,Life Sciences,1,1582,Male,Sales Executive,2,Married,9924,5k-10k,No,11,10,3,9
RM1121,38,36-45,No,Travel_Rarely,Sales,16,3,Life Sciences,1,1583,Female,Sales Executive,2,Single,4198,Upto 5k,No,12,8,4,3
RM1162,38,36-45,No,Travel_Rarely,Research & Development,2,2,Medical,1,1638,Female,Manufacturing Director,3,Married,7756,5k-10k,Yes,19,10,4,5
RM1188,38,36-45,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,1668,Male,Research Scientist,4,Married,4735,Upto 5k,No,15,19,4,13
RM1194,38,36-45,No,Travel_Frequently,Research & Development,2,3,Medical,1,1675,Female,Laboratory Technician,2,Single,2440,Upto 5k,No,22,4,3,4
RM1203,38,36-45,No,Travel_Rarely,Research & Development,4,2,Medical,1,1687,Female,Laboratory Technician,3,Married,3306,Upto 5k,No,19,7,2,0
RM1257,38,36-45,No,Travel_Frequently,Research & Development,2,2,Medical,1,1760,Female,Laboratory Technician,2,Married,2468,Upto 5k,No,14,9,2,6
RM1262,38,36-45,No,Travel_Rarely,Research & Development,18,3,Medical,1,1766,Male,Healthcare Representative,4,Married,5811,5k-10k,Yes,16,15,3,1
RM1273,38,36-45,No,Travel_Rarely,Research & Development,6,2,Other,1,1782,Female,Laboratory Technician,3,Married,3702,Upto 5k,No,11,5,3,5
RM1290,38,36-45,No,Non-Travel,Human Resources,2,3,Human Resources,1,1805,Male,Human Resources,2,Divorced,2592,Upto 5k,No,13,13,3,11
